dataset,split,label,filename,relative_path,extension,duration_sec,fps,width,height,codec,nb_frames,size_mb,bitrate_kbps,error
hockeyFights,all,No-Violence,no492_xvid.mp4,hockeyFights/noFights/no492_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1037.5,
hockeyFights,all,No-Violence,no493_xvid.mp4,hockeyFights/noFights/no493_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1007.3,
hockeyFights,all,No-Violence,no494_xvid.mp4,hockeyFights/noFights/no494_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,994.5,
hockeyFights,all,No-Violence,no495_xvid.mp4,hockeyFights/noFights/no495_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1022.9,
hockeyFights,all,No-Violence,no496_xvid.mp4,hockeyFights/noFights/no496_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1046.3,
hockeyFights,all,No-Violence,no497_xvid.mp4,hockeyFights/noFights/no497_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1025.0,
hockeyFights,all,No-Violence,no498_xvid.mp4,hockeyFights/noFights/no498_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,987.4,
hockeyFights,all,No-Violence,no499_xvid.mp4,hockeyFights/noFights/no499_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1064.2,
hockeyFights,all,No-Violence,no49_xvid.mp4,hockeyFights/noFights/no49_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,953.8,
hockeyFights,all,No-Violence,no4_xvid.mp4,hockeyFights/noFights/no4_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1013.0,
hockeyFights,all,No-Violence,no500_xvid.mp4,hockeyFights/noFights/no500_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1031.7,
hockeyFights,all,No-Violence,no50_xvid.mp4,hockeyFights/noFights/no50_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1005.4,
hockeyFights,all,No-Violence,no51_xvid.mp4,hockeyFights/noFights/no51_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,943.8,
hockeyFights,all,No-Violence,no52_xvid.mp4,hockeyFights/noFights/no52_xvid.mp4,.mp4,1.56,25.0,360,288,mpeg4,39,0.18,974.7,
hockeyFights,all,No-Violence,no53_xvid.mp4,hockeyFights/noFights/no53_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1010.7,
hockeyFights,all,No-Violence,no54_xvid.mp4,hockeyFights/noFights/no54_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,996.8,
hockeyFights,all,No-Violence,no55_xvid.mp4,hockeyFights/noFights/no55_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1036.8,
hockeyFights,all,No-Violence,no56_xvid.mp4,hockeyFights/noFights/no56_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,988.5,
hockeyFights,all,No-Violence,no57_xvid.mp4,hockeyFights/noFights/no57_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,935.8,
hockeyFights,all,No-Violence,no58_xvid.mp4,hockeyFights/noFights/no58_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,902.3,
hockeyFights,all,No-Violence,no59_xvid.mp4,hockeyFights/noFights/no59_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,980.3,
hockeyFights,all,No-Violence,no5_xvid.mp4,hockeyFights/noFights/no5_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,982.0,
hockeyFights,all,No-Violence,no60_xvid.mp4,hockeyFights/noFights/no60_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,899.3,
hockeyFights,all,No-Violence,no61_xvid.mp4,hockeyFights/noFights/no61_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,912.0,
hockeyFights,all,No-Violence,no62_xvid.mp4,hockeyFights/noFights/no62_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,998.6,
hockeyFights,all,No-Violence,no63_xvid.mp4,hockeyFights/noFights/no63_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1034.1,
hockeyFights,all,No-Violence,no64_xvid.mp4,hockeyFights/noFights/no64_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1112.1,
hockeyFights,all,No-Violence,no65___xvid.mp4,hockeyFights/noFights/no65___xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.15,795.9,
hockeyFights,all,No-Violence,no66_xvid.mp4,hockeyFights/noFights/no66_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1080.7,
hockeyFights,all,No-Violence,no67_xvid.mp4,hockeyFights/noFights/no67_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1036.8,
hockeyFights,all,No-Violence,no68_xvid.mp4,hockeyFights/noFights/no68_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1058.1,
hockeyFights,all,No-Violence,no69_xvid.mp4,hockeyFights/noFights/no69_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1023.4,
hockeyFights,all,No-Violence,no6_xvid.mp4,hockeyFights/noFights/no6_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1025.4,
hockeyFights,all,No-Violence,no70_xvid.mp4,hockeyFights/noFights/no70_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,952.0,
hockeyFights,all,No-Violence,no71_xvid.mp4,hockeyFights/noFights/no71_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,928.2,
hockeyFights,all,No-Violence,no72_xvid.mp4,hockeyFights/noFights/no72_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,960.9,
hockeyFights,all,No-Violence,no73_xvid.mp4,hockeyFights/noFights/no73_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,995.2,
hockeyFights,all,No-Violence,no74_xvid.mp4,hockeyFights/noFights/no74_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1033.8,
hockeyFights,all,No-Violence,no75_xvid.mp4,hockeyFights/noFights/no75_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1036.6,
hockeyFights,all,No-Violence,no76_xvid.mp4,hockeyFights/noFights/no76_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1031.6,
hockeyFights,all,No-Violence,no77_xvid.mp4,hockeyFights/noFights/no77_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,919.8,
hockeyFights,all,No-Violence,no78_xvid.mp4,hockeyFights/noFights/no78_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1044.5,
hockeyFights,all,No-Violence,no79_xvid.mp4,hockeyFights/noFights/no79_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1025.3,
hockeyFights,all,No-Violence,no7_xvid.mp4,hockeyFights/noFights/no7_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,960.3,
hockeyFights,all,No-Violence,no80_xvid.mp4,hockeyFights/noFights/no80_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1090.2,
hockeyFights,all,No-Violence,no81_xvid.mp4,hockeyFights/noFights/no81_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,897.0,
hockeyFights,all,No-Violence,no82_xvid.mp4,hockeyFights/noFights/no82_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1013.5,
hockeyFights,all,No-Violence,no83_xvid.mp4,hockeyFights/noFights/no83_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1058.4,
hockeyFights,all,No-Violence,no84_xvid.mp4,hockeyFights/noFights/no84_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1006.7,
hockeyFights,all,No-Violence,no85_xvid.mp4,hockeyFights/noFights/no85_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1110.0,
hockeyFights,all,No-Violence,no86_xvid.mp4,hockeyFights/noFights/no86_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1099.2,
hockeyFights,all,No-Violence,no87_xvid.mp4,hockeyFights/noFights/no87_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1046.2,
hockeyFights,all,No-Violence,no88_xvid.mp4,hockeyFights/noFights/no88_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,932.6,
hockeyFights,all,No-Violence,no89_xvid.mp4,hockeyFights/noFights/no89_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,960.6,
hockeyFights,all,No-Violence,no8_xvid.mp4,hockeyFights/noFights/no8_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1048.6,
hockeyFights,all,No-Violence,no90_xvid.mp4,hockeyFights/noFights/no90_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1148.6,
hockeyFights,all,No-Violence,no91_xvid.mp4,hockeyFights/noFights/no91_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1063.2,
hockeyFights,all,No-Violence,no92_xvid.mp4,hockeyFights/noFights/no92_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,948.1,
hockeyFights,all,No-Violence,no93_xvid.mp4,hockeyFights/noFights/no93_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1136.9,
hockeyFights,all,No-Violence,no94_xvid.mp4,hockeyFights/noFights/no94_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,992.9,
hockeyFights,all,No-Violence,no95_xvid.mp4,hockeyFights/noFights/no95_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1005.8,
hockeyFights,all,No-Violence,no96_xvid.mp4,hockeyFights/noFights/no96_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1023.1,
hockeyFights,all,No-Violence,no97_xvid.mp4,hockeyFights/noFights/no97_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.14,732.5,
hockeyFights,all,No-Violence,no98_xvid.mp4,hockeyFights/noFights/no98_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1069.1,
hockeyFights,all,No-Violence,no99_xvid.mp4,hockeyFights/noFights/no99_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1260.2,
hockeyFights,all,No-Violence,no9_xvid.mp4,hockeyFights/noFights/no9_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,995.1,
Peliculas,all,Violence,mfd_fight1.mp4,Peliculas/fights/mfd_fight1.mp4,.mp4,2.0,29.97,720,480,h264,60,0.36,1525.0,
Peliculas,all,Violence,mfd_fight10.mp4,Peliculas/fights/mfd_fight10.mp4,.mp4,1.68,25.0,720,576,h264,42,0.33,1654.0,
Peliculas,all,Violence,mfd_fight100.mp4,Peliculas/fights/mfd_fight100.mp4,.mp4,1.68,25.0,720,576,h264,42,0.45,2243.3,
Peliculas,all,Violence,mfd_fight11.mp4,Peliculas/fights/mfd_fight11.mp4,.mp4,1.68,25.0,720,576,h264,42,0.43,2149.5,
Peliculas,all,Violence,mfd_fight12.mp4,Peliculas/fights/mfd_fight12.mp4,.mp4,1.68,25.0,720,576,h264,42,0.34,1708.1,
Peliculas,all,Violence,mfd_fight13.mp4,Peliculas/fights/mfd_fight13.mp4,.mp4,1.68,25.0,720,576,h264,42,0.55,2770.9,
Peliculas,all,Violence,mfd_fight14.mp4,Peliculas/fights/mfd_fight14.mp4,.mp4,1.68,25.0,720,576,h264,42,0.22,1099.0,
Peliculas,all,Violence,mfd_fight15.mp4,Peliculas/fights/mfd_fight15.mp4,.mp4,1.68,25.0,720,576,h264,42,0.26,1295.4,
Peliculas,all,Violence,mfd_fight16.mp4,Peliculas/fights/mfd_fight16.mp4,.mp4,1.68,25.0,720,576,h264,42,0.16,810.5,
Peliculas,all,Violence,mfd_fight17.mp4,Peliculas/fights/mfd_fight17.mp4,.mp4,1.68,25.0,720,576,h264,42,0.12,576.8,
Peliculas,all,Violence,mfd_fight18.mp4,Peliculas/fights/mfd_fight18.mp4,.mp4,1.68,25.0,720,576,h264,42,0.21,1049.6,
Peliculas,all,Violence,mfd_fight19.mp4,Peliculas/fights/mfd_fight19.mp4,.mp4,1.68,25.0,720,576,h264,42,0.18,921.5,
Peliculas,all,Violence,mfd_fight2.mp4,Peliculas/fights/mfd_fight2.mp4,.mp4,1.68,25.0,720,576,h264,42,0.39,1926.4,
Peliculas,all,Violence,mfd_fight20.mp4,Peliculas/fights/mfd_fight20.mp4,.mp4,1.68,25.0,720,576,h264,42,0.18,889.8,
Peliculas,all,Violence,mfd_fight21.mp4,Peliculas/fights/mfd_fight21.mp4,.mp4,1.68,25.0,720,576,h264,42,0.36,1797.9,
Peliculas,all,Violence,mfd_fight22.mp4,Peliculas/fights/mfd_fight22.mp4,.mp4,1.68,25.0,720,576,h264,42,0.3,1503.9,
Peliculas,all,Violence,mfd_fight23.mp4,Peliculas/fights/mfd_fight23.mp4,.mp4,1.68,25.0,720,576,h264,42,0.34,1708.1,
Peliculas,all,Violence,mfd_fight24.mp4,Peliculas/fights/mfd_fight24.mp4,.mp4,2.0,25.0,720,576,h264,50,0.34,1430.5,
Peliculas,all,Violence,mfd_fight25.mp4,Peliculas/fights/mfd_fight25.mp4,.mp4,2.0,25.0,720,576,h264,50,0.34,1424.0,
Peliculas,all,Violence,mfd_fight26.mp4,Peliculas/fights/mfd_fight26.mp4,.mp4,2.0,25.0,720,576,h264,50,0.3,1237.9,
Peliculas,all,Violence,mfd_fight27.mp4,Peliculas/fights/mfd_fight27.mp4,.mp4,2.0,25.0,720,576,h264,50,0.37,1558.3,
Peliculas,all,Violence,mfd_fight28.mp4,Peliculas/fights/mfd_fight28.mp4,.mp4,2.0,25.0,720,576,h264,50,0.4,1664.7,
Peliculas,all,Violence,mfd_fight29.mp4,Peliculas/fights/mfd_fight29.mp4,.mp4,1.68,25.0,720,576,h264,42,0.55,2742.1,
Peliculas,all,Violence,mfd_fight3.mp4,Peliculas/fights/mfd_fight3.mp4,.mp4,1.68,25.0,720,576,h264,42,0.36,1800.6,
Peliculas,all,Violence,mfd_fight30.mp4,Peliculas/fights/mfd_fight30.mp4,.mp4,2.0,25.0,720,576,h264,50,0.23,956.1,
Peliculas,all,Violence,mfd_fight31.mp4,Peliculas/fights/mfd_fight31.mp4,.mp4,2.0,25.0,720,576,h264,50,0.39,1650.5,
Peliculas,all,Violence,mfd_fight32.mp4,Peliculas/fights/mfd_fight32.mp4,.mp4,1.68,25.0,720,576,h264,42,0.2,991.7,
Peliculas,all,Violence,mfd_fight33.mp4,Peliculas/fights/mfd_fight33.mp4,.mp4,1.68,25.0,720,576,h264,42,0.35,1755.1,
Peliculas,all,Violence,mfd_fight34.mp4,Peliculas/fights/mfd_fight34.mp4,.mp4,1.68,25.0,720,576,h264,42,0.4,1998.6,
Peliculas,all,Violence,mfd_fight35.mp4,Peliculas/fights/mfd_fight35.mp4,.mp4,1.68,25.0,720,576,h264,42,0.14,713.1,
Peliculas,all,Violence,mfd_fight36.mp4,Peliculas/fights/mfd_fight36.mp4,.mp4,1.68,25.0,720,576,h264,42,0.28,1395.4,
Peliculas,all,Violence,mfd_fight37.mp4,Peliculas/fights/mfd_fight37.mp4,.mp4,1.68,25.0,720,576,h264,42,0.25,1267.7,
Peliculas,all,Violence,mfd_fight38.mp4,Peliculas/fights/mfd_fight38.mp4,.mp4,1.68,25.0,720,576,h264,42,0.33,1632.4,
Peliculas,all,Violence,mfd_fight39.mp4,Peliculas/fights/mfd_fight39.mp4,.mp4,1.68,25.0,720,576,h264,42,0.19,927.2,
Peliculas,all,Violence,mfd_fight4.mp4,Peliculas/fights/mfd_fight4.mp4,.mp4,1.68,25.0,720,576,h264,42,0.4,1978.3,
Peliculas,all,Violence,mfd_fight40.mp4,Peliculas/fights/mfd_fight40.mp4,.mp4,1.68,25.0,720,576,h264,42,0.34,1696.5,
Peliculas,all,Violence,mfd_fight41.mp4,Peliculas/fights/mfd_fight41.mp4,.mp4,2.04,25.0,720,576,h264,51,0.76,3117.4,
Peliculas,all,Violence,mfd_fight42.mp4,Peliculas/fights/mfd_fight42.mp4,.mp4,2.04,25.0,720,576,h264,51,0.34,1402.1,
Peliculas,all,Violence,mfd_fight43.mp4,Peliculas/fights/mfd_fight43.mp4,.mp4,2.04,25.0,720,576,h264,51,0.24,1005.8,
Peliculas,all,Violence,mfd_fight44.mp4,Peliculas/fights/mfd_fight44.mp4,.mp4,2.04,25.0,720,576,h264,51,0.36,1460.3,
Peliculas,all,Violence,mfd_fight45.mp4,Peliculas/fights/mfd_fight45.mp4,.mp4,1.68,25.0,720,576,h264,42,0.42,2121.6,
Peliculas,all,Violence,mfd_fight46.mp4,Peliculas/fights/mfd_fight46.mp4,.mp4,2.04,25.0,720,576,h264,51,0.26,1054.7,
Peliculas,all,Violence,mfd_fight47.mp4,Peliculas/fights/mfd_fight47.mp4,.mp4,2.0,25.0,720,576,h264,50,0.21,897.5,
Peliculas,all,Violence,mfd_fight48.mp4,Peliculas/fights/mfd_fight48.mp4,.mp4,2.0,25.0,720,576,h264,50,0.23,962.6,
Peliculas,all,Violence,mfd_fight49.mp4,Peliculas/fights/mfd_fight49.mp4,.mp4,2.0,25.0,720,576,h264,50,0.19,813.4,
Peliculas,all,Violence,mfd_fight5.mp4,Peliculas/fights/mfd_fight5.mp4,.mp4,1.68,25.0,720,576,h264,42,0.48,2373.2,
Peliculas,all,Violence,mfd_fight50.mp4,Peliculas/fights/mfd_fight50.mp4,.mp4,2.0,25.0,720,576,h264,50,0.23,977.7,
Peliculas,all,Violence,mfd_fight51.mp4,Peliculas/fights/mfd_fight51.mp4,.mp4,2.0,25.0,720,576,h264,50,0.22,906.2,
Peliculas,all,Violence,mfd_fight52.mp4,Peliculas/fights/mfd_fight52.mp4,.mp4,2.0,25.0,720,576,h264,50,0.26,1104.9,
Peliculas,all,Violence,mfd_fight53.mp4,Peliculas/fights/mfd_fight53.mp4,.mp4,2.0,25.0,720,576,h264,50,0.17,696.1,
Peliculas,all,Violence,mfd_fight54.mp4,Peliculas/fights/mfd_fight54.mp4,.mp4,2.0,25.0,720,576,h264,50,0.19,782.7,
Peliculas,all,Violence,mfd_fight55.mp4,Peliculas/fights/mfd_fight55.mp4,.mp4,1.68,25.0,720,576,h264,42,0.11,526.0,
Peliculas,all,Violence,mfd_fight56.mp4,Peliculas/fights/mfd_fight56.mp4,.mp4,1.68,25.0,720,576,h264,42,0.38,1907.7,
Peliculas,all,Violence,mfd_fight57.mp4,Peliculas/fights/mfd_fight57.mp4,.mp4,1.68,25.0,720,576,h264,42,0.17,871.4,
Peliculas,all,Violence,mfd_fight58.mp4,Peliculas/fights/mfd_fight58.mp4,.mp4,1.68,25.0,720,576,h264,42,0.19,972.0,
Peliculas,all,Violence,mfd_fight59.mp4,Peliculas/fights/mfd_fight59.mp4,.mp4,1.68,25.0,720,576,h264,42,0.11,531.6,
Peliculas,all,Violence,mfd_fight6.mp4,Peliculas/fights/mfd_fight6.mp4,.mp4,1.68,25.0,720,576,h264,42,0.48,2373.5,
Peliculas,all,Violence,mfd_fight60.mp4,Peliculas/fights/mfd_fight60.mp4,.mp4,1.68,25.0,720,576,h264,42,0.13,634.5,
Peliculas,all,Violence,mfd_fight61.mp4,Peliculas/fights/mfd_fight61.mp4,.mp4,1.68,25.0,720,576,h264,42,0.17,852.4,
Peliculas,all,Violence,mfd_fight62.mp4,Peliculas/fights/mfd_fight62.mp4,.mp4,1.68,25.0,720,576,h264,42,0.12,592.0,
Peliculas,all,Violence,mfd_fight63.mp4,Peliculas/fights/mfd_fight63.mp4,.mp4,1.68,25.0,720,576,h264,42,0.15,752.6,
Peliculas,all,Violence,mfd_fight64.mp4,Peliculas/fights/mfd_fight64.mp4,.mp4,1.68,25.0,720,576,h264,42,0.11,570.3,
Peliculas,all,Violence,mfd_fight65.mp4,Peliculas/fights/mfd_fight65.mp4,.mp4,1.68,25.0,720,576,h264,42,0.17,866.2,
Peliculas,all,Violence,mfd_fight66.mp4,Peliculas/fights/mfd_fight66.mp4,.mp4,1.68,25.0,720,576,h264,42,0.1,515.4,
Peliculas,all,Violence,mfd_fight67.mp4,Peliculas/fights/mfd_fight67.mp4,.mp4,1.68,25.0,720,576,h264,42,0.44,2181.6,
Peliculas,all,Violence,mfd_fight68.mp4,Peliculas/fights/mfd_fight68.mp4,.mp4,1.68,25.0,720,576,h264,42,0.15,751.1,
Peliculas,all,Violence,mfd_fight69.mp4,Peliculas/fights/mfd_fight69.mp4,.mp4,1.68,25.0,720,576,h264,42,0.2,1012.6,
Peliculas,all,Violence,mfd_fight7.mp4,Peliculas/fights/mfd_fight7.mp4,.mp4,1.68,25.0,720,576,h264,42,0.4,1975.9,
Peliculas,all,Violence,mfd_fight70.mp4,Peliculas/fights/mfd_fight70.mp4,.mp4,1.68,25.0,720,576,h264,42,0.13,643.4,
Peliculas,all,Violence,mfd_fight71.mp4,Peliculas/fights/mfd_fight71.mp4,.mp4,1.68,25.0,720,576,h264,42,0.13,643.4,
Peliculas,all,Violence,mfd_fight72.mp4,Peliculas/fights/mfd_fight72.mp4,.mp4,1.67,29.97,720,480,h264,50,0.26,1304.4,
Peliculas,all,Violence,mfd_fight73.mp4,Peliculas/fights/mfd_fight73.mp4,.mp4,1.67,29.97,720,480,h264,50,0.24,1204.3,
Peliculas,all,Violence,mfd_fight74.mp4,Peliculas/fights/mfd_fight74.mp4,.mp4,1.67,29.97,720,480,h264,50,0.28,1392.6,
Peliculas,all,Violence,mfd_fight75.mp4,Peliculas/fights/mfd_fight75.mp4,.mp4,1.67,29.97,720,480,h264,50,0.23,1142.5,
Peliculas,all,Violence,mfd_fight76.mp4,Peliculas/fights/mfd_fight76.mp4,.mp4,1.67,29.97,720,480,h264,50,0.2,1012.9,
Peliculas,all,Violence,mfd_fight77.mp4,Peliculas/fights/mfd_fight77.mp4,.mp4,1.67,29.97,720,480,h264,50,0.2,981.6,
Peliculas,all,Violence,mfd_fight78.mp4,Peliculas/fights/mfd_fight78.mp4,.mp4,1.68,25.0,720,576,h264,42,0.54,2699.7,
Peliculas,all,Violence,mfd_fight79.mp4,Peliculas/fights/mfd_fight79.mp4,.mp4,2.0,29.97,720,480,h264,60,0.28,1160.1,
Peliculas,all,Violence,mfd_fight8.mp4,Peliculas/fights/mfd_fight8.mp4,.mp4,1.68,25.0,720,576,h264,42,0.59,2921.4,
Peliculas,all,Violence,mfd_fight80.mp4,Peliculas/fights/mfd_fight80.mp4,.mp4,2.0,29.97,720,480,h264,60,0.4,1696.6,
Peliculas,all,Violence,mfd_fight81.mp4,Peliculas/fights/mfd_fight81.mp4,.mp4,2.0,29.97,720,480,h264,60,0.21,887.6,
Peliculas,all,Violence,mfd_fight82.mp4,Peliculas/fights/mfd_fight82.mp4,.mp4,2.0,29.97,720,480,h264,60,0.27,1120.1,
Peliculas,all,Violence,mfd_fight83.mp4,Peliculas/fights/mfd_fight83.mp4,.mp4,2.0,29.97,720,480,h264,60,0.26,1071.5,
Peliculas,all,Violence,mfd_fight84.mp4,Peliculas/fights/mfd_fight84.mp4,.mp4,2.0,29.97,720,480,h264,60,0.18,768.5,
Peliculas,all,Violence,mfd_fight85.mp4,Peliculas/fights/mfd_fight85.mp4,.mp4,2.0,29.97,720,480,h264,60,0.21,897.3,
Peliculas,all,Violence,mfd_fight86.mp4,Peliculas/fights/mfd_fight86.mp4,.mp4,2.0,29.97,720,480,h264,60,0.3,1261.8,
Peliculas,all,Violence,mfd_fight87.mp4,Peliculas/fights/mfd_fight87.mp4,.mp4,2.0,29.97,720,480,h264,60,0.24,1002.8,
Peliculas,all,Violence,mfd_fight88.mp4,Peliculas/fights/mfd_fight88.mp4,.mp4,2.0,29.97,720,480,h264,60,0.43,1784.4,
Peliculas,all,Violence,mfd_fight89.mp4,Peliculas/fights/mfd_fight89.mp4,.mp4,1.68,25.0,720,576,h264,42,0.56,2815.2,
Peliculas,all,Violence,mfd_fight9.mp4,Peliculas/fights/mfd_fight9.mp4,.mp4,1.68,25.0,720,576,h264,42,0.39,1951.8,
Peliculas,all,Violence,mfd_fight90.mp4,Peliculas/fights/mfd_fight90.mp4,.mp4,2.0,29.97,720,480,h264,60,0.3,1256.5,
Peliculas,all,Violence,mfd_fight91.mp4,Peliculas/fights/mfd_fight91.mp4,.mp4,2.0,29.97,720,480,h264,60,0.2,852.5,
Peliculas,all,Violence,mfd_fight92.mp4,Peliculas/fights/mfd_fight92.mp4,.mp4,2.0,29.97,720,480,h264,60,0.44,1852.3,
Peliculas,all,Violence,mfd_fight93.mp4,Peliculas/fights/mfd_fight93.mp4,.mp4,2.0,29.97,720,480,h264,60,0.32,1341.6,
Peliculas,all,Violence,mfd_fight94.mp4,Peliculas/fights/mfd_fight94.mp4,.mp4,2.0,29.97,720,480,h264,60,0.33,1376.4,
Peliculas,all,Violence,mfd_fight95.mp4,Peliculas/fights/mfd_fight95.mp4,.mp4,2.0,29.97,720,480,h264,60,0.16,664.5,
Peliculas,all,Violence,mfd_fight96.mp4,Peliculas/fights/mfd_fight96.mp4,.mp4,2.0,29.97,720,480,h264,60,0.35,1467.6,
Peliculas,all,Violence,mfd_fight97.mp4,Peliculas/fights/mfd_fight97.mp4,.mp4,2.0,29.97,720,480,h264,60,0.18,739.4,
Peliculas,all,Violence,mfd_fight98.mp4,Peliculas/fights/mfd_fight98.mp4,.mp4,2.0,29.97,720,480,h264,60,0.45,1879.3,
Peliculas,all,Violence,mfd_fight99.mp4,Peliculas/fights/mfd_fight99.mp4,.mp4,2.0,29.97,720,480,h264,60,0.21,872.6,
Peliculas,all,No-Violence,mfd_nofight1.mp4,Peliculas/noFights/mfd_nofight1.mp4,.mp4,1.67,29.97,720,480,h264,50,0.11,544.5,
Peliculas,all,No-Violence,mfd_nofight10.mp4,Peliculas/noFights/mfd_nofight10.mp4,.mp4,1.67,29.97,720,480,h264,50,0.1,509.9,
Peliculas,all,No-Violence,mfd_nofight100.mp4,Peliculas/noFights/mfd_nofight100.mp4,.mp4,1.67,29.97,720,480,h264,50,0.11,538.4,
Peliculas,all,No-Violence,mfd_nofight101.mp4,Peliculas/noFights/mfd_nofight101.mp4,.mp4,1.67,29.97,720,480,h264,50,0.11,544.1,
Peliculas,all,No-Violence,mfd_nofight11.mp4,Peliculas/noFights/mfd_nofight11.mp4,.mp4,1.67,29.97,720,480,h264,50,0.09,444.8,
Peliculas,all,No-Violence,mfd_nofight12.mp4,Peliculas/noFights/mfd_nofight12.mp4,.mp4,1.67,29.97,720,480,h264,50,0.38,1933.3,
Peliculas,all,No-Violence,mfd_nofight13.mp4,Peliculas/noFights/mfd_nofight13.mp4,.mp4,1.67,29.97,720,480,h264,50,0.22,1128.5,
Peliculas,all,No-Violence,mfd_nofight14.mp4,Peliculas/noFights/mfd_nofight14.mp4,.mp4,1.67,29.97,720,480,h264,50,0.09,458.5,
Peliculas,all,No-Violence,mfd_nofight15.mp4,Peliculas/noFights/mfd_nofight15.mp4,.mp4,1.67,29.97,720,480,h264,50,0.11,567.9,
Peliculas,all,No-Violence,mfd_nofight16.mp4,Peliculas/noFights/mfd_nofight16.mp4,.mp4,1.67,29.97,720,480,h264,50,0.12,588.1,
